"order_id","order_date","customer_name","customer_city","product_name","category_name","brand_name","quantity","list_price","discount","store_name","staff_name"
337,"2016-07-26","Adriene Rollins","Plainview","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.05,"Baldwin Bikes","Venita Daniel"
338,"2016-07-28","Omega Huff","Santa Monica","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",2,469.99,0.07,"Santa Cruz Bikes","Genna Serrano"
338,"2016-07-28","Omega Huff","Santa Monica","Surly Straggler - 2016","Cyclocross Bicycles","Surly",1,1549.00,0.07,"Santa Cruz Bikes","Genna Serrano"
338,"2016-07-28","Omega Huff","Santa Monica","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.10,"Santa Cruz Bikes","Genna Serrano"
338,"2016-07-28","Omega Huff","Santa Monica","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",2,1680.99,0.07,"Santa Cruz Bikes","Genna Serrano"
338,"2016-07-28","Omega Huff","Santa Monica","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.05,"Santa Cruz Bikes","Genna Serrano"
339,"2016-07-28","Shirely Cantrell","West Hempstead","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Venita Daniel"
339,"2016-07-28","Shirely Cantrell","West Hempstead","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",2,529.99,0.05,"Baldwin Bikes","Venita Daniel"
340,"2016-07-29","Anisha Lang","Rome","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.05,"Baldwin Bikes","Venita Daniel"
340,"2016-07-29","Anisha Lang","Rome","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",1,549.99,0.05,"Baldwin Bikes","Venita Daniel"
340,"2016-07-29","Anisha Lang","Rome","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Venita Daniel"
340,"2016-07-29","Anisha Lang","Rome","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",2,549.99,0.07,"Baldwin Bikes","Venita Daniel"
340,"2016-07-29","Anisha Lang","Rome","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.10,"Baldwin Bikes","Venita Daniel"
341,"2016-07-31","Karren Lamb","Fresno","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.05,"Santa Cruz Bikes","Genna Serrano"
342,"2016-07-31","Reyes Merritt","Staten Island","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",1,599.99,0.07,"Baldwin Bikes","Venita Daniel"
342,"2016-07-31","Reyes Merritt","Staten Island","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.20,"Baldwin Bikes","Venita Daniel"
342,"2016-07-31","Reyes Merritt","Staten Island","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",2,599.99,0.10,"Baldwin Bikes","Venita Daniel"
343,"2016-07-31","Iva Wilcox","Kingston","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Baldwin Bikes","Venita Daniel"
343,"2016-07-31","Iva Wilcox","Kingston","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",1,499.99,0.05,"Baldwin Bikes","Venita Daniel"
343,"2016-07-31","Iva Wilcox","Kingston","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",2,1320.99,0.05,"Baldwin Bikes","Venita Daniel"
343,"2016-07-31","Iva Wilcox","Kingston","Surly Straggler - 2016","Cyclocross Bicycles","Surly",1,1549.00,0.10,"Baldwin Bikes","Venita Daniel"
344,"2016-08-01","Romaine Salazar","Monsey","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.05,"Baldwin Bikes","Marcelene Boyer"
344,"2016-08-01","Romaine Salazar","Monsey","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.07,"Baldwin Bikes","Marcelene Boyer"
344,"2016-08-01","Romaine Salazar","Monsey","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Marcelene Boyer"
345,"2016-08-01","Shauna Edwards","Yorktown Heights","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.10,"Baldwin Bikes","Marcelene Boyer"
345,"2016-08-01","Shauna Edwards","Yorktown Heights","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.07,"Baldwin Bikes","Marcelene Boyer"
346,"2016-08-01","Lynne Anderson","El Paso","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.07,"Rowlett Bikes","Layla Terrell"
346,"2016-08-01","Lynne Anderson","El Paso","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.20,"Rowlett Bikes","Layla Terrell"
346,"2016-08-01","Lynne Anderson","El Paso","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.10,"Rowlett Bikes","Layla Terrell"
346,"2016-08-01","Lynne Anderson","El Paso","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",1,529.99,0.05,"Rowlett Bikes","Layla Terrell"
346,"2016-08-01","Lynne Anderson","El Paso","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.05,"Rowlett Bikes","Layla Terrell"
347,"2016-08-02","Jerald Blackwell","East Elmhurst","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.07,"Baldwin Bikes","Marcelene Boyer"
348,"2016-08-02","Daina Sampson","Longview","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",2,1320.99,0.05,"Rowlett Bikes","Layla Terrell"
348,"2016-08-02","Daina Sampson","Longview","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",2,529.99,0.07,"Rowlett Bikes","Layla Terrell"
349,"2016-08-03","Jamaal Albert","Torrance","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Santa Cruz Bikes","Genna Serrano"
350,"2016-08-03","Williemae Holloway","Oakland","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",2,469.99,0.05,"Santa Cruz Bikes","Genna Serrano"
350,"2016-08-03","Williemae Holloway","Oakland","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",1,599.99,0.07,"Santa Cruz Bikes","Genna Serrano"
350,"2016-08-03","Williemae Holloway","Oakland","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",1,999.99,0.07,"Santa Cruz Bikes","Genna Serrano"
351,"2016-08-03","Cinda Rocha","Los Banos","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",2,2899.99,0.05,"Santa Cruz Bikes","Mireya Copeland"
351,"2016-08-03","Cinda Rocha","Los Banos","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.10,"Santa Cruz Bikes","Mireya Copeland"
351,"2016-08-03","Cinda Rocha","Los Banos","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",1,599.99,0.20,"Santa Cruz Bikes","Mireya Copeland"
351,"2016-08-03","Cinda Rocha","Los Banos","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",2,269.99,0.07,"Santa Cruz Bikes","Mireya Copeland"
352,"2016-08-03","Emmitt Sanchez","New York","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.20,"Baldwin Bikes","Venita Daniel"
352,"2016-08-03","Emmitt Sanchez","New York","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Venita Daniel"
353,"2016-08-03","Phylicia Stout","Canandaigua","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",2,749.99,0.20,"Baldwin Bikes","Venita Daniel"
354,"2016-08-03","Jenine Crane","Fort Worth","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.20,"Rowlett Bikes","Kali Vargas"
354,"2016-08-03","Jenine Crane","Fort Worth","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.05,"Rowlett Bikes","Kali Vargas"
355,"2016-08-03","Sebrina Gross","Garland","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",1,599.99,0.10,"Rowlett Bikes","Kali Vargas"
355,"2016-08-03","Sebrina Gross","Garland","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.07,"Rowlett Bikes","Kali Vargas"
356,"2016-08-04","Sheila Goodman","Uniondale","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.05,"Baldwin Bikes","Marcelene Boyer"
356,"2016-08-04","Sheila Goodman","Uniondale","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.05,"Baldwin Bikes","Marcelene Boyer"
356,"2016-08-04","Sheila Goodman","Uniondale","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.05,"Baldwin Bikes","Marcelene Boyer"
357,"2016-08-05","Garry Espinoza","Forney","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2,429.00,0.05,"Rowlett Bikes","Kali Vargas"
357,"2016-08-05","Garry Espinoza","Forney","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.07,"Rowlett Bikes","Kali Vargas"
357,"2016-08-05","Garry Espinoza","Forney","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",1,549.99,0.07,"Rowlett Bikes","Kali Vargas"
357,"2016-08-05","Garry Espinoza","Forney","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.05,"Rowlett Bikes","Kali Vargas"
358,"2016-08-05","Larissa Hays","Elmont","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Venita Daniel"
358,"2016-08-05","Larissa Hays","Elmont","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",2,469.99,0.07,"Baldwin Bikes","Venita Daniel"
358,"2016-08-05","Larissa Hays","Elmont","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",2,1799.99,0.05,"Baldwin Bikes","Venita Daniel"
358,"2016-08-05","Larissa Hays","Elmont","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.10,"Baldwin Bikes","Venita Daniel"
359,"2016-08-07","Dorthea Walker","Port Washington","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",2,529.99,0.07,"Baldwin Bikes","Venita Daniel"
359,"2016-08-07","Dorthea Walker","Port Washington","Trek Conduit+ - 2016","Electric Bikes","Trek",2,2999.99,0.07,"Baldwin Bikes","Venita Daniel"
359,"2016-08-07","Dorthea Walker","Port Washington","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.20,"Baldwin Bikes","Venita Daniel"
360,"2016-08-07","Clorinda Donovan","Jamestown","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",1,599.99,0.05,"Baldwin Bikes","Marcelene Boyer"
360,"2016-08-07","Clorinda Donovan","Jamestown","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.20,"Baldwin Bikes","Marcelene Boyer"
360,"2016-08-07","Clorinda Donovan","Jamestown","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Marcelene Boyer"
360,"2016-08-07","Clorinda Donovan","Jamestown","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",1,499.99,0.10,"Baldwin Bikes","Marcelene Boyer"
361,"2016-08-08","Demarcus Reese","Yorktown Heights","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.05,"Baldwin Bikes","Marcelene Boyer"
361,"2016-08-08","Demarcus Reese","Yorktown Heights","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",2,469.99,0.10,"Baldwin Bikes","Marcelene Boyer"
361,"2016-08-08","Demarcus Reese","Yorktown Heights","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.10,"Baldwin Bikes","Marcelene Boyer"
362,"2016-08-09","Hedwig Paul","Apple Valley","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",1,749.99,0.07,"Santa Cruz Bikes","Mireya Copeland"
363,"2016-08-11","Brain Skinner","Euless","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.10,"Rowlett Bikes","Kali Vargas"
363,"2016-08-11","Brain Skinner","Euless","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.07,"Rowlett Bikes","Kali Vargas"
363,"2016-08-11","Brain Skinner","Euless","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",1,529.99,0.10,"Rowlett Bikes","Kali Vargas"
363,"2016-08-11","Brain Skinner","Euless","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",1,599.99,0.20,"Rowlett Bikes","Kali Vargas"
364,"2016-08-12","Mariette Trevino","Utica","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",2,499.99,0.05,"Baldwin Bikes","Marcelene Boyer"
365,"2016-08-13","Christel Cardenas","Long Beach","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.07,"Baldwin Bikes","Marcelene Boyer"
366,"2016-08-13","Arielle Levine","Garland","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.10,"Rowlett Bikes","Layla Terrell"
366,"2016-08-13","Arielle Levine","Garland","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.07,"Rowlett Bikes","Layla Terrell"
366,"2016-08-13","Arielle Levine","Garland","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Rowlett Bikes","Layla Terrell"
367,"2016-08-14","Afton Juarez","Coram","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.10,"Baldwin Bikes","Venita Daniel"
367,"2016-08-14","Afton Juarez","Coram","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.05,"Baldwin Bikes","Venita Daniel"
367,"2016-08-14","Afton Juarez","Coram","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.05,"Baldwin Bikes","Venita Daniel"
368,"2016-08-14","Amina Salazar","Canandaigua","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.20,"Baldwin Bikes","Venita Daniel"
368,"2016-08-14","Amina Salazar","Canandaigua","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.20,"Baldwin Bikes","Venita Daniel"
368,"2016-08-14","Amina Salazar","Canandaigua","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Venita Daniel"
368,"2016-08-14","Amina Salazar","Canandaigua","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.05,"Baldwin Bikes","Venita Daniel"
369,"2016-08-15","Garth Huff","Glendora","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.07,"Santa Cruz Bikes","Genna Serrano"
370,"2016-08-15","Raymonde Garcia","Queensbury","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",2,499.99,0.05,"Baldwin Bikes","Venita Daniel"
370,"2016-08-15","Raymonde Garcia","Queensbury","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",2,2899.99,0.10,"Baldwin Bikes","Venita Daniel"
371,"2016-08-15","Ashlie Parrish","Monsey","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Venita Daniel"
371,"2016-08-15","Ashlie Parrish","Monsey","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",1,549.99,0.20,"Baldwin Bikes","Venita Daniel"
372,"2016-08-16","Boyd Irwin","Hamburg","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.05,"Baldwin Bikes","Marcelene Boyer"
372,"2016-08-16","Boyd Irwin","Hamburg","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Marcelene Boyer"
372,"2016-08-16","Boyd Irwin","Hamburg","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.10,"Baldwin Bikes","Marcelene Boyer"
373,"2016-08-16","Majorie Wyatt","South Ozone Park","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",2,1799.99,0.05,"Baldwin Bikes","Venita Daniel"
373,"2016-08-16","Majorie Wyatt","South Ozone Park","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Venita Daniel"
373,"2016-08-16","Majorie Wyatt","South Ozone Park","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.20,"Baldwin Bikes","Venita Daniel"
373,"2016-08-16","Majorie Wyatt","South Ozone Park","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",1,549.99,0.10,"Baldwin Bikes","Venita Daniel"
373,"2016-08-16","Majorie Wyatt","South Ozone Park","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Venita Daniel"
374,"2016-08-17","Dante Grimes","Duarte","Surly Straggler - 2016","Cyclocross Bicycles","Surly",1,1549.00,0.10,"Santa Cruz Bikes","Mireya Copeland"
374,"2016-08-17","Dante Grimes","Duarte","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",1,3999.99,0.07,"Santa Cruz Bikes","Mireya Copeland"
375,"2016-08-17","Christiane Bradford","Orchard Park","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Venita Daniel"
375,"2016-08-17","Christiane Bradford","Orchard Park","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",2,749.99,0.05,"Baldwin Bikes","Venita Daniel"
375,"2016-08-17","Christiane Bradford","Orchard Park","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",2,2899.99,0.07,"Baldwin Bikes","Venita Daniel"
375,"2016-08-17","Christiane Bradford","Orchard Park","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",2,549.99,0.05,"Baldwin Bikes","Venita Daniel"
376,"2016-08-17","Kristel Byrd","Hicksville","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",2,749.99,0.07,"Baldwin Bikes","Marcelene Boyer"
376,"2016-08-17","Kristel Byrd","Hicksville","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.10,"Baldwin Bikes","Marcelene Boyer"
377,"2016-08-17","Thad Gilliam","Levittown","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.05,"Baldwin Bikes","Marcelene Boyer"
377,"2016-08-17","Thad Gilliam","Levittown","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.07,"Baldwin Bikes","Marcelene Boyer"
378,"2016-08-17","Alec Peck","Victoria","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.05,"Rowlett Bikes","Layla Terrell"
379,"2016-08-18","Hassan Nash","Hicksville","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.07,"Baldwin Bikes","Venita Daniel"
379,"2016-08-18","Hassan Nash","Hicksville","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",1,599.99,0.20,"Baldwin Bikes","Venita Daniel"
380,"2016-08-19","Han Wade","Howard Beach","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",1,599.99,0.05,"Baldwin Bikes","Venita Daniel"
380,"2016-08-19","Han Wade","Howard Beach","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",2,1680.99,0.05,"Baldwin Bikes","Venita Daniel"
381,"2016-08-19","Vanessa West","New Rochelle","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.07,"Baldwin Bikes","Venita Daniel"
382,"2016-08-20","Clelia Workman","New Windsor","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.10,"Baldwin Bikes","Marcelene Boyer"
382,"2016-08-20","Clelia Workman","New Windsor","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.10,"Baldwin Bikes","Marcelene Boyer"
382,"2016-08-20","Clelia Workman","New Windsor","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.07,"Baldwin Bikes","Marcelene Boyer"
383,"2016-08-20","Aleta Mack","Bay Shore","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.07,"Baldwin Bikes","Venita Daniel"
383,"2016-08-20","Aleta Mack","Bay Shore","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Venita Daniel"
383,"2016-08-20","Aleta Mack","Bay Shore","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Venita Daniel"
383,"2016-08-20","Aleta Mack","Bay Shore","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Venita Daniel"
383,"2016-08-20","Aleta Mack","Bay Shore","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Venita Daniel"
384,"2016-08-20","Conception Slater","Bellmore","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",1,599.99,0.10,"Baldwin Bikes","Venita Daniel"
384,"2016-08-20","Conception Slater","Bellmore","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.20,"Baldwin Bikes","Venita Daniel"
384,"2016-08-20","Conception Slater","Bellmore","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.05,"Baldwin Bikes","Venita Daniel"
384,"2016-08-20","Conception Slater","Bellmore","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",1,529.99,0.10,"Baldwin Bikes","Venita Daniel"
384,"2016-08-20","Conception Slater","Bellmore","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.20,"Baldwin Bikes","Venita Daniel"
385,"2016-08-20","Odette Moses","Newburgh","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.07,"Baldwin Bikes","Venita Daniel"
385,"2016-08-20","Odette Moses","Newburgh","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.20,"Baldwin Bikes","Venita Daniel"
385,"2016-08-20","Odette Moses","Newburgh","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.05,"Baldwin Bikes","Venita Daniel"
386,"2016-08-20","Christiana Gross","Orchard Park","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.20,"Baldwin Bikes","Marcelene Boyer"
386,"2016-08-20","Christiana Gross","Orchard Park","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",2,999.99,0.05,"Baldwin Bikes","Marcelene Boyer"
386,"2016-08-20","Christiana Gross","Orchard Park","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Baldwin Bikes","Marcelene Boyer"
387,"2016-08-20","Jennette Wooten","Rowlett","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.20,"Rowlett Bikes","Kali Vargas"
388,"2016-08-21","Mirella Duffy","Longview","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.20,"Rowlett Bikes","Kali Vargas"
388,"2016-08-21","Mirella Duffy","Longview","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.07,"Rowlett Bikes","Kali Vargas"
388,"2016-08-21","Mirella Duffy","Longview","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",1,749.99,0.07,"Rowlett Bikes","Kali Vargas"
388,"2016-08-21","Mirella Duffy","Longview","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.10,"Rowlett Bikes","Kali Vargas"
389,"2016-08-22","Saturnina Garner","Glendora","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",1,749.99,0.07,"Santa Cruz Bikes","Genna Serrano"
389,"2016-08-22","Saturnina Garner","Glendora","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",2,529.99,0.07,"Santa Cruz Bikes","Genna Serrano"
389,"2016-08-22","Saturnina Garner","Glendora","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.05,"Santa Cruz Bikes","Genna Serrano"
389,"2016-08-22","Saturnina Garner","Glendora","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.05,"Santa Cruz Bikes","Genna Serrano"
389,"2016-08-22","Saturnina Garner","Glendora","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.20,"Santa Cruz Bikes","Genna Serrano"
390,"2016-08-22","Shirely Stanley","El Paso","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.05,"Rowlett Bikes","Layla Terrell"
390,"2016-08-22","Shirely Stanley","El Paso","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.07,"Rowlett Bikes","Layla Terrell"
390,"2016-08-22","Shirely Stanley","El Paso","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.05,"Rowlett Bikes","Layla Terrell"
391,"2016-08-23","Elinore Aguilar","San Angelo","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.07,"Rowlett Bikes","Layla Terrell"
391,"2016-08-23","Elinore Aguilar","San Angelo","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",2,1320.99,0.20,"Rowlett Bikes","Layla Terrell"
391,"2016-08-23","Elinore Aguilar","San Angelo","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.07,"Rowlett Bikes","Layla Terrell"
392,"2016-08-23","Carley Reynolds","South El Monte","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.10,"Santa Cruz Bikes","Genna Serrano"
392,"2016-08-23","Carley Reynolds","South El Monte","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",2,999.99,0.05,"Santa Cruz Bikes","Genna Serrano"
393,"2016-08-25","Alysha Powers","Forest Hills","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",2,469.99,0.20,"Baldwin Bikes","Marcelene Boyer"
394,"2016-08-26","Tammera Fischer","Oakland","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.05,"Santa Cruz Bikes","Genna Serrano"
