order_id,order_date,customer_name,customer_city,product_name,category_name,brand_name,quantity,list_price,discount,store_name,staff_name,final_revenue,order_year,order_month
513,2016-10-19,Lory Page,Bay Shore,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.2,Baldwin Bikes,Marcelene Boyer,215.99200000000002,2016,10
513,2016-10-19,Lory Page,Bay Shore,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.07,Baldwin Bikes,Marcelene Boyer,278.9907,2016,10
514,2016-10-19,Guillermo Hart,New York,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.2,Baldwin Bikes,Venita Daniel,718.4000000000001,2016,10
514,2016-10-19,Guillermo Hart,New York,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429.0,0.07,Baldwin Bikes,Venita Daniel,797.9399999999999,2016,10
515,2016-10-19,Marcel Lindsay,Ossining,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.07,Baldwin Bikes,Marcelene Boyer,1673.9906999999998,2016,10
515,2016-10-19,Marcel Lindsay,Ossining,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.1,Baldwin Bikes,Marcelene Boyer,1188.891,2016,10
515,2016-10-19,Marcel Lindsay,Ossining,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.07,Baldwin Bikes,Marcelene Boyer,929.9814,2016,10
515,2016-10-19,Marcel Lindsay,Ossining,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,Baldwin Bikes,Marcelene Boyer,751.984,2016,10
516,2016-10-21,Shila White,Orchard Park,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.05,Baldwin Bikes,Marcelene Boyer,3799.9904999999994,2016,10
516,2016-10-21,Shila White,Orchard Park,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.1,Baldwin Bikes,Marcelene Boyer,2377.782,2016,10
517,2016-10-21,Margene Eaton,Wantagh,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.07,Baldwin Bikes,Marcelene Boyer,502.1814,2016,10
518,2016-10-22,Juliane Dillard,Glendora,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,Santa Cruz Bikes,Mireya Copeland,959.984,2016,10
518,2016-10-22,Juliane Dillard,Glendora,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.05,Santa Cruz Bikes,Mireya Copeland,2509.881,2016,10
518,2016-10-22,Juliane Dillard,Glendora,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.05,Santa Cruz Bikes,Mireya Copeland,949.981,2016,10
518,2016-10-22,Juliane Dillard,Glendora,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,2,529.99,0.2,Santa Cruz Bikes,Mireya Copeland,847.984,2016,10
518,2016-10-22,Juliane Dillard,Glendora,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.07,Santa Cruz Bikes,Mireya Copeland,3126.6414,2016,10
519,2016-10-22,Fran Yang,Utica,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,Baldwin Bikes,Venita Daniel,437.09069999999997,2016,10
519,2016-10-22,Fran Yang,Utica,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,Baldwin Bikes,Venita Daniel,539.991,2016,10
519,2016-10-22,Fran Yang,Utica,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.05,Baldwin Bikes,Venita Daniel,569.981,2016,10
519,2016-10-22,Fran Yang,Utica,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.2,Baldwin Bikes,Venita Daniel,718.4000000000001,2016,10
519,2016-10-22,Fran Yang,Utica,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.05,Baldwin Bikes,Venita Daniel,3799.9904999999994,2016,10
520,2016-10-23,Ronald Parsons,Maspeth,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.1,Baldwin Bikes,Venita Daniel,539.991,2016,10
520,2016-10-23,Ronald Parsons,Maspeth,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.2,Baldwin Bikes,Venita Daniel,439.992,2016,10
520,2016-10-23,Ronald Parsons,Maspeth,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.07,Baldwin Bikes,Venita Daniel,1440.57,2016,10
521,2016-10-23,Augustus Schmidt,Corona,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,Baldwin Bikes,Marcelene Boyer,1056.7920000000001,2016,10
521,2016-10-23,Augustus Schmidt,Corona,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.2,Baldwin Bikes,Marcelene Boyer,215.99200000000002,2016,10
522,2016-10-23,Lois Steele,Ossining,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.07,Baldwin Bikes,Venita Daniel,5393.9814,2016,10
522,2016-10-23,Lois Steele,Ossining,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.07,Baldwin Bikes,Venita Daniel,502.1814,2016,10
522,2016-10-23,Lois Steele,Ossining,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.05,Baldwin Bikes,Venita Daniel,256.4905,2016,10
523,2016-10-24,Rebbecca Espinoza,Mount Vernon,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.2,Baldwin Bikes,Marcelene Boyer,439.992,2016,10
523,2016-10-24,Rebbecca Espinoza,Mount Vernon,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,Baldwin Bikes,Marcelene Boyer,569.9905,2016,10
523,2016-10-24,Rebbecca Espinoza,Mount Vernon,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.1,Baldwin Bikes,Marcelene Boyer,2377.782,2016,10
523,2016-10-24,Rebbecca Espinoza,Mount Vernon,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,Baldwin Bikes,Marcelene Boyer,1115.9814,2016,10
524,2016-10-25,Lucas Estes,Santa Monica,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.07,Santa Cruz Bikes,Mireya Copeland,1563.3207,2016,10
524,2016-10-25,Lucas Estes,Santa Monica,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.05,Santa Cruz Bikes,Mireya Copeland,712.4905,2016,10
524,2016-10-25,Lucas Estes,Santa Monica,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.2,Santa Cruz Bikes,Mireya Copeland,2399.9919999999997,2016,10
524,2016-10-25,Lucas Estes,Santa Monica,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.07,Santa Cruz Bikes,Mireya Copeland,1859.9814,2016,10
524,2016-10-25,Lucas Estes,Santa Monica,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.05,Santa Cruz Bikes,Mireya Copeland,569.9905,2016,10
525,2016-10-26,Omega Johnston,Canyon Country,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.07,Santa Cruz Bikes,Genna Serrano,5579.9814,2016,10
525,2016-10-26,Omega Johnston,Canyon Country,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.07,Santa Cruz Bikes,Genna Serrano,874.1813999999999,2016,10
525,2016-10-26,Omega Johnston,Canyon Country,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.1,Santa Cruz Bikes,Genna Serrano,1394.1000000000001,2016,10
526,2016-10-26,Tonda Webb,Baldwinsville,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.1,Baldwin Bikes,Marcelene Boyer,1799.982,2016,10
526,2016-10-26,Tonda Webb,Baldwinsville,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.1,Baldwin Bikes,Marcelene Boyer,1619.991,2016,10
526,2016-10-26,Tonda Webb,Baldwinsville,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.05,Baldwin Bikes,Marcelene Boyer,256.4905,2016,10
526,2016-10-26,Tonda Webb,Baldwinsville,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.07,Baldwin Bikes,Marcelene Boyer,492.8907,2016,10
527,2016-10-27,Irving Pitts,Torrance,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.07,Santa Cruz Bikes,Mireya Copeland,835.14,2016,10
527,2016-10-27,Irving Pitts,Torrance,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.2,Santa Cruz Bikes,Mireya Copeland,2319.9919999999997,2016,10
527,2016-10-27,Irving Pitts,Torrance,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.1,Santa Cruz Bikes,Mireya Copeland,404.1,2016,10
527,2016-10-27,Irving Pitts,Torrance,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.2,Santa Cruz Bikes,Mireya Copeland,4799.9839999999995,2016,10
528,2016-10-28,Gayle Wilkinson,Lindenhurst,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.05,Baldwin Bikes,Venita Daniel,512.981,2016,10
529,2016-10-28,Mandi Gibbs,East Elmhurst,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.07,Baldwin Bikes,Venita Daniel,1022.9813999999999,2016,10
530,2016-10-28,Yolando Wade,Massapequa,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.05,Baldwin Bikes,Marcelene Boyer,1424.981,2016,10
530,2016-10-28,Yolando Wade,Massapequa,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.07,Baldwin Bikes,Marcelene Boyer,2696.9907,2016,10
530,2016-10-28,Yolando Wade,Massapequa,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,Baldwin Bikes,Marcelene Boyer,751.984,2016,10
531,2016-10-28,Merlene Vinson,Euless,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,Rowlett Bikes,Kali Vargas,375.992,2016,10
531,2016-10-28,Merlene Vinson,Euless,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.2,Rowlett Bikes,Kali Vargas,879.984,2016,10
531,2016-10-28,Merlene Vinson,Euless,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.07,Rowlett Bikes,Kali Vargas,464.9907,2016,10
532,2016-10-29,Zelda Pratt,Lancaster,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429.0,0.07,Baldwin Bikes,Venita Daniel,797.9399999999999,2016,10
532,2016-10-29,Zelda Pratt,Lancaster,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,Baldwin Bikes,Venita Daniel,959.984,2016,10
532,2016-10-29,Zelda Pratt,Lancaster,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.1,Baldwin Bikes,Venita Daniel,494.99100000000004,2016,10
533,2016-10-29,Ashleigh Finch,Newburgh,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.2,Baldwin Bikes,Marcelene Boyer,2319.9919999999997,2016,10
533,2016-10-29,Ashleigh Finch,Newburgh,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.1,Baldwin Bikes,Marcelene Boyer,989.9820000000001,2016,10
533,2016-10-29,Ashleigh Finch,Newburgh,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.2,Baldwin Bikes,Marcelene Boyer,1239.2,2016,10
533,2016-10-29,Ashleigh Finch,Newburgh,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.05,Baldwin Bikes,Marcelene Boyer,474.9905,2016,10
534,2016-10-29,Farrah Orr,New Hyde Park,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.05,Baldwin Bikes,Venita Daniel,512.981,2016,10
534,2016-10-29,Farrah Orr,New Hyde Park,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.05,Baldwin Bikes,Venita Daniel,5699.981,2016,10
534,2016-10-29,Farrah Orr,New Hyde Park,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.07,Baldwin Bikes,Venita Daniel,697.4907,2016,10
534,2016-10-29,Farrah Orr,New Hyde Park,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.1,Baldwin Bikes,Venita Daniel,989.9820000000001,2016,10
535,2016-10-29,Roseanne Maynard,Euless,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.05,Rowlett Bikes,Layla Terrell,522.4905,2016,10
535,2016-10-29,Roseanne Maynard,Euless,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.1,Rowlett Bikes,Layla Terrell,476.99100000000004,2016,10
535,2016-10-29,Roseanne Maynard,Euless,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.1,Rowlett Bikes,Layla Terrell,485.982,2016,10
536,2016-10-31,Cira Downs,Oakland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.1,Santa Cruz Bikes,Genna Serrano,242.991,2016,10
536,2016-10-31,Cira Downs,Oakland,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.1,Santa Cruz Bikes,Genna Serrano,674.991,2016,10
536,2016-10-31,Cira Downs,Oakland,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.05,Santa Cruz Bikes,Genna Serrano,1044.981,2016,10
536,2016-10-31,Cira Downs,Oakland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.07,Santa Cruz Bikes,Genna Serrano,251.0907,2016,10
537,2016-10-31,Agatha Daniels,South El Monte,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.05,Santa Cruz Bikes,Mireya Copeland,1471.55,2016,10
537,2016-10-31,Agatha Daniels,South El Monte,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.05,Santa Cruz Bikes,Mireya Copeland,569.9905,2016,10
537,2016-10-31,Agatha Daniels,South El Monte,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429.0,0.1,Santa Cruz Bikes,Mireya Copeland,772.2,2016,10
537,2016-10-31,Agatha Daniels,South El Monte,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,Santa Cruz Bikes,Mireya Copeland,799.984,2016,10
538,2016-11-02,Delana Scott,Mount Vernon,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.2,Baldwin Bikes,Marcelene Boyer,1199.9840000000002,2016,11
539,2016-11-02,Jewel Sparks,Oakland Gardens,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.1,Baldwin Bikes,Venita Daniel,5399.982,2016,11
539,2016-11-02,Jewel Sparks,Oakland Gardens,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.05,Baldwin Bikes,Venita Daniel,284.9905,2016,11
539,2016-11-02,Jewel Sparks,Oakland Gardens,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.07,Baldwin Bikes,Venita Daniel,502.1814,2016,11
540,2016-11-03,Lorrie Justice,Pomona,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.1,Santa Cruz Bikes,Genna Serrano,404.1,2016,11
540,2016-11-03,Lorrie Justice,Pomona,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.1,Santa Cruz Bikes,Genna Serrano,1079.982,2016,11
540,2016-11-03,Lorrie Justice,Pomona,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.07,Santa Cruz Bikes,Genna Serrano,557.9814,2016,11
541,2016-11-04,Zulema Clemons,Oakland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.05,Santa Cruz Bikes,Genna Serrano,512.981,2016,11
542,2016-11-04,Melani Jarvis,Maspeth,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,Baldwin Bikes,Venita Daniel,959.984,2016,11
542,2016-11-04,Melani Jarvis,Maspeth,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,Baldwin Bikes,Venita Daniel,2699.991,2016,11
542,2016-11-04,Melani Jarvis,Maspeth,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,Baldwin Bikes,Venita Daniel,539.991,2016,11
542,2016-11-04,Melani Jarvis,Maspeth,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.2,Baldwin Bikes,Venita Daniel,718.4000000000001,2016,11
543,2016-11-06,Alica Hunter,East Elmhurst,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.2,Baldwin Bikes,Marcelene Boyer,399.992,2016,11
543,2016-11-06,Alica Hunter,East Elmhurst,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.2,Baldwin Bikes,Marcelene Boyer,359.20000000000005,2016,11
543,2016-11-06,Alica Hunter,East Elmhurst,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.05,Baldwin Bikes,Marcelene Boyer,1139.981,2016,11
544,2016-11-06,Chere Hardin,Brooklyn,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.05,Baldwin Bikes,Venita Daniel,522.4905,2016,11
544,2016-11-06,Chere Hardin,Brooklyn,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429.0,0.1,Baldwin Bikes,Venita Daniel,386.1,2016,11
544,2016-11-06,Chere Hardin,Brooklyn,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.05,Baldwin Bikes,Venita Daniel,256.4905,2016,11
545,2016-11-08,Bao Wade,Desoto,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,Rowlett Bikes,Layla Terrell,799.984,2016,11
545,2016-11-08,Bao Wade,Desoto,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,Rowlett Bikes,Layla Terrell,437.09069999999997,2016,11
545,2016-11-08,Bao Wade,Desoto,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.2,Rowlett Bikes,Layla Terrell,439.992,2016,11
545,2016-11-08,Bao Wade,Desoto,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,Rowlett Bikes,Layla Terrell,1115.9814,2016,11
546,2016-11-09,Loise Walker,Shirley,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429.0,0.05,Baldwin Bikes,Venita Daniel,815.0999999999999,2016,11
546,2016-11-09,Loise Walker,Shirley,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.1,Baldwin Bikes,Venita Daniel,1619.991,2016,11
546,2016-11-09,Loise Walker,Shirley,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.07,Baldwin Bikes,Venita Daniel,835.14,2016,11
547,2016-11-09,Aleta Shepard,Sugar Land,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.05,Rowlett Bikes,Kali Vargas,3193.881,2016,11
547,2016-11-09,Aleta Shepard,Sugar Land,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.2,Rowlett Bikes,Kali Vargas,2399.9919999999997,2016,11
547,2016-11-09,Aleta Shepard,Sugar Land,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.1,Rowlett Bikes,Kali Vargas,1188.891,2016,11
548,2016-11-11,Bobbi Banks,Bayside,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.1,Baldwin Bikes,Venita Daniel,1619.991,2016,11
548,2016-11-11,Bobbi Banks,Bayside,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.07,Baldwin Bikes,Venita Daniel,3126.6414,2016,11
549,2016-11-12,Bobbie Foster,Desoto,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.07,Rowlett Bikes,Layla Terrell,492.8907,2016,11
549,2016-11-12,Bobbie Foster,Desoto,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,Rowlett Bikes,Layla Terrell,569.9905,2016,11
549,2016-11-12,Bobbie Foster,Desoto,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.07,Rowlett Bikes,Layla Terrell,929.9907,2016,11
549,2016-11-12,Bobbie Foster,Desoto,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.05,Rowlett Bikes,Layla Terrell,3799.9904999999994,2016,11
549,2016-11-12,Bobbie Foster,Desoto,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.1,Rowlett Bikes,Layla Terrell,485.982,2016,11
550,2016-11-12,Alissa Craft,Ossining,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.05,Baldwin Bikes,Venita Daniel,2754.9905,2016,11
551,2016-11-12,Beatris Joyner,Spring Valley,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,Baldwin Bikes,Marcelene Boyer,569.9905,2016,11
551,2016-11-12,Beatris Joyner,Spring Valley,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.07,Baldwin Bikes,Marcelene Boyer,557.9907,2016,11
551,2016-11-12,Beatris Joyner,Spring Valley,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.2,Baldwin Bikes,Marcelene Boyer,2689.5840000000003,2016,11
551,2016-11-12,Beatris Joyner,Spring Valley,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,2,529.99,0.2,Baldwin Bikes,Marcelene Boyer,847.984,2016,11
552,2016-11-12,Alexis Mack,New City,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.2,Baldwin Bikes,Venita Daniel,239.99200000000002,2016,11
552,2016-11-12,Alexis Mack,New City,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.2,Baldwin Bikes,Venita Daniel,599.9920000000001,2016,11
552,2016-11-12,Alexis Mack,New City,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.2,Baldwin Bikes,Venita Daniel,439.992,2016,11
552,2016-11-12,Alexis Mack,New City,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.1,Baldwin Bikes,Venita Daniel,404.1,2016,11
552,2016-11-12,Alexis Mack,New City,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.2,Baldwin Bikes,Venita Daniel,718.4000000000001,2016,11
553,2016-11-12,Liliana Kerr,Desoto,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.1,Rowlett Bikes,Layla Terrell,494.99100000000004,2016,11
553,2016-11-12,Liliana Kerr,Desoto,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449.0,0.07,Rowlett Bikes,Layla Terrell,835.14,2016,11
553,2016-11-12,Liliana Kerr,Desoto,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.07,Rowlett Bikes,Layla Terrell,511.49069999999995,2016,11
554,2016-11-13,Katharina Bates,Campbell,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.07,Santa Cruz Bikes,Genna Serrano,1859.9814,2016,11
554,2016-11-13,Katharina Bates,Campbell,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.05,Santa Cruz Bikes,Genna Serrano,256.4905,2016,11
554,2016-11-13,Katharina Bates,Campbell,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.2,Santa Cruz Bikes,Genna Serrano,4639.9839999999995,2016,11
555,2016-11-13,Buford Bridges,Troy,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.2,Baldwin Bikes,Venita Daniel,1439.9920000000002,2016,11
555,2016-11-13,Buford Bridges,Troy,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.1,Baldwin Bikes,Venita Daniel,3599.991,2016,11
555,2016-11-13,Buford Bridges,Troy,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,Baldwin Bikes,Venita Daniel,1115.9814,2016,11
556,2016-11-13,Elinore Aguilar,San Angelo,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,Rowlett Bikes,Layla Terrell,539.991,2016,11
556,2016-11-13,Elinore Aguilar,San Angelo,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.2,Rowlett Bikes,Layla Terrell,4639.9839999999995,2016,11
557,2016-11-14,Bethany Herring,Port Jefferson Station,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.1,Baldwin Bikes,Marcelene Boyer,5399.982,2016,11
557,2016-11-14,Bethany Herring,Port Jefferson Station,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.1,Baldwin Bikes,Marcelene Boyer,1394.1000000000001,2016,11
558,2016-11-15,Lezlie Lamb,Central Islip,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.07,Baldwin Bikes,Venita Daniel,3719.9906999999994,2016,11
558,2016-11-15,Lezlie Lamb,Central Islip,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.07,Baldwin Bikes,Venita Daniel,557.9907,2016,11
558,2016-11-15,Lezlie Lamb,Central Islip,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,Baldwin Bikes,Venita Daniel,2699.991,2016,11
558,2016-11-15,Lezlie Lamb,Central Islip,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.05,Baldwin Bikes,Venita Daniel,512.981,2016,11
558,2016-11-15,Lezlie Lamb,Central Islip,Surly Straggler - 2016,Cyclocross Bicycles,Surly,2,1549.0,0.07,Baldwin Bikes,Venita Daniel,2881.14,2016,11
